player,firstbloodkill,firstbloodvictim,dpm,damageshare,wpm,wcpm,earned_gpm,cspm,xpat10,csat10,golddiffat10,xpdiffat10,csdiffat10,xpat15,csat15,golddiffat15,xpdiffat15,csdiffat15,kd,apm,mkoj_pm,mkej_pm
Maxlore,0.00012350082397460938,0.12506103515625,131.84582580814362,0.10215232926654816,0.44625674110651015,0.5656004547715188,141.4675947257161,4.364437102305889,3103.0148998498917,48.61202347278595,-297.2936569452286,-16.279773473739624,1.585998296737671,5009.978828668594,74.34386789798737,-614.9385492801666,-398.81327056884766,-1.5562000274658203,0.34421679573059083,0.11985627412796021,2.280655953884125,0.10938800573348999
FEBIVEN,0.008056641341795515,0.2500000149012056,537.9157289196233,0.25909788318824944,0.32224917850647694,0.15131665864586152,246.4333013217481,8.078366177134424,4733.102164876633,89.88566649647827,-222.76859535129216,-13.221966917842039,-0.2964048396438921,7659.607021783727,148.21542764552055,-284.2984790985769,268.60286571709554,4.549164626010382,1.1062878487999377,0.12981186234695463,0.6269092446515613,0.031746516241042924
Hans sama,0.3750152589055915,0.007875458366470411,327.9911483629021,0.23927664186597808,0.4932978194710821,0.27564853414450663,318.9365797229356,9.143635239356112,3505.789982495865,82.25141291443876,395.48994420691156,511.47870876145237,11.767180228672272,5572.797492323702,129.1348994541998,966.6034315209456,335.7758918675572,13.276660815522112,1.8865036484806732,0.09675402603300884,0.48378314457832805,0.0911384154772984
GorillA,0.0,0.0001239776611328125,168.7707358690813,0.13267147015453876,1.1874004174083472,0.42028808886259794,87.72946133696139,1.1888502380266786,2605.424670442939,9.428044617176056,-181.2420689612627,-185.43142493069172,-2.0652942061424255,3824.9849369227886,17.45902682840824,-221.27192449569702,-242.63624994456768,-1.9648176729679108,0.08688640383481978,0.1417415462434292,0.02005859375,3.078579902648926e-07
Alphari,0.03125012689270079,0.7520446787981429,377.95317311653866,0.252090467127357,0.41877801890398936,0.17327889482071096,204.8208400062329,7.663443568055875,4357.175104589042,74.38089758422375,-230.16310317335893,151.5559283081645,7.475121933741811,6748.195768964353,114.63198000138638,-750.9051100973348,54.164933198832955,3.5879165133803106,0.15170009203073254,0.060679322390599345,0.2148886690919174,0.006932489912522582
Kold,0.37500799098052084,1.9073486328125e-05,165.0136026721986,0.10949161748784808,0.4999602564422736,0.4101683439191365,140.94695867864488,4.350000765382073,2970.127895972878,52.31446431324571,63.1820547998758,-27.355269044426166,2.812837825563804,4714.442428480948,75.83727336262041,-317.85474378025935,-689.88336655197,-3.2945032955581155,0.42694650078861207,0.10253387238017922,2.2703173332666067,0.060697433495458315
Nukeduck,0.0006275177002095303,2.3842221719171715e-07,343.59697064220563,0.2202781158635322,0.3828415452653976,0.15686704182717504,197.1599461484616,7.41053731515183,4898.524934474546,89.36833787927367,-77.45224081506952,77.52869354852763,-6.776371984370066,7624.0467546465225,134.88971078381067,-326.7817181999375,95.06943684058872,-13.864688098269543,1.2882759225660334,0.08781985096275666,0.28204509245338866,0.008617042335980154
Patrik,0.01562500000006395,0.001955032348636372,644.1029260714395,0.3583542828964471,0.440183239479405,0.22419899706079355,284.75755659781987,8.530506801847658,3148.577003773855,82.59564985295106,-422.77175137899656,-227.43669614379104,-7.105997210992095,5392.670607305924,132.77664727147715,-240.30873869203387,-61.06229240783448,-5.1707705396252805,2.2734536976655964,0.07889674865946095,0.37520877702653327,0.025219916696523847
Mithy,1.5518253349000588e-11,0.56262211513274,144.40951830019077,0.09041008597086495,1.5140389317304246,0.5160529465858481,78.31274976296044,1.287122657364623,2903.76975712928,8.05925567806031,-11.716107903605405,295.98845910103535,-3.0330188478786795,3875.4902223235167,11.463827957448473,-33.41303268005805,-64.70844869234662,-6.060847599062242,0.09506578426066545,0.12138256520550157,0.0,5.859380587935447e-05
Wunder,0.00012207055988278104,0.005371273030505108,660.9381374612765,0.26541647064428486,0.5308674494905824,0.1471353957823297,302.14583579045643,8.771798728897899,4575.063005070528,84.08632174615022,346.649235906951,63.58174900807663,11.024914212544589,7548.561892433878,137.85360870372716,699.4804714462869,572.8880414624816,24.93055628697473,2.0178551509857523,0.21178691625495707,0.34966823114600676,0.24169699757419044
Jankos,0.0019607702380436106,0.00024414068321476634,285.71553484292576,0.11841701067646282,0.3532819121965146,0.5567163513895346,233.29256896777827,5.378053504690012,3306.283440236348,54.0196662704661,-196.7507791775326,-286.2371001755344,-15.220556387947044,5401.728430682635,87.42760174521197,-122.07368743495144,-588.1376480598693,-16.88298959881135,5.085723023658334,0.2446568788763646,2.398128421858024,0.29119483755023046
Caps,3.075602626448522e-05,0.00782775879088149,780.969841556629,0.3162886423905895,0.3665369122774408,0.1467525788770131,336.3724205211983,9.131581088878377,4585.621337226425,81.92531804788034,155.455103105045,358.66524987621176,10.117978937952655,7259.2502621630665,130.45951162252084,-7.094822945195006,50.47693394038154,4.909267711914576,3.595974360005543,0.1951975729479057,0.631367349436628,0.45626271118438644
Perkz,1.9073487469436505e-06,0.1250004842886483,539.935275769492,0.23146665895799706,0.35777445416693937,0.2423536042908705,330.9490501974573,9.839130042396782,3268.040150883023,83.40311885028723,-197.70809212335354,-331.588096274582,-6.175415756309344,5324.575916774514,131.55775363593062,-862.3416891492086,-628.2560127063757,-12.302846411479274,1.6804713908390037,0.2766445018214354,1.036521813433397,0.26357178398859105
Mikyx,0.7500648498535303,0.10937598359311451,167.63693537146833,0.06841134253980499,1.8734674973729575,0.3700133823090491,118.87053334064933,1.0317379402307245,2300.47552805981,15.362569090430137,284.05034920143646,-314.44071342598943,3.4221258909837724,3779.7572244027783,24.13928214980617,256.8004963002402,-307.78738580218084,3.670300188460393,0.48763847800426646,0.2755588363173219,7.813044023645243e-05,8.465450562771666e-17
Impact,0.01562523842585528,0.005375981624640147,482.4732751743776,0.28754753669444527,0.46133393215080193,0.10649828341042784,235.96184637092892,7.321247205296583,4399.458446547564,66.90041982429952,337.35713736130316,82.79575457482065,-2.215614328739073,7219.971688380742,113.53761387523672,488.4356213520889,184.886930367613,-5.403252194938654,0.623497241227777,0.16867434986656246,0.05058575497367729,0.003470956983676566
