player,firstdragon,infernals,mountains,clouds,oceans,firstherald,firstbaron,firsttower,firstmidtower,firsttothreetowers,dragonsdiff,elementaldrakesdiff,eldersdiff,heraldsdiff,baronsdiff,towersdiff,inhibitorsdiff
Duke,0.49711720080317034,0.11267141280768556,0.7548982405610332,0.019598514332756167,0.6025813841988565,0.672870461214031,0.26543800712950305,0.7981485700280324,0.3000978803309906,0.9250983576920213,-0.7366478811991328,-0.7288353811991328,-0.0078125,0.3457409228937238,-0.5589677284052256,-1.0571786750278898,-0.35881632338011127
Ning,0.024783312422786752,0.1877769726249059,0.0276339191854178,0.011250198892444496,0.2745628600085014,0.6795331380056588,0.0310677418888215,0.42951787964171056,0.05428568654668074,0.054518355608511135,-2.5446697054057092,-2.544684844986278,1.5139580568753668e-05,0.1936660330205565,-0.8763248065970708,-6.715942285371357,-1.4310459501540609
Rookie,0.024783312422793802,0.18777697262490495,0.027633919185416585,0.011250198892451635,0.27456286000850333,0.6795331380056575,0.031067741888820714,0.42951787964170873,0.05428568654668172,0.054518355608509504,-2.544669705405695,-2.544684844986264,1.5139580568784838e-05,0.1936660330205469,-0.8763248065970703,-6.715942285371327,-1.4310459501540453
JackeyLove,0.6213328576943307,0.39844958117415424,0.7697311979275803,1.2425383978445013,0.5465260287250053,0.9518021229218281,0.682381614503909,0.20985490752235417,0.19423733237720908,0.19423005344429922,2.404611706122083,1.4592953911919868,0.9453163149300963,0.35651701393293056,0.2560954385910496,0.5556192044706247,0.6746741387970198
Baolan,0.07326766875519038,0.1272144327745973,0.09607163467467575,0.09000127791705387,0.32150716430819626,0.6862662226454579,0.12354110605771257,0.43614433427177995,0.059286278262290985,0.06114814855104572,-2.357351496361491,-2.3574735820408135,0.0001220856793224777,0.17433412680947036,-0.760601050562902,-5.727548631713656,-1.1983664281407345
Letme,0.22917167345757591,0.15732192998984829,0.3250899618724361,0.6295484286965802,0.1568715603207238,0.3339776540590919,0.12467871483327758,0.4855689505966207,0.07977286976847428,0.20719031872020638,-1.33233093644958,-1.351861709379591,0.019530772930011153,-0.3320437381636877,-1.108252989391237,-3.182018227698101,-1.2223276493553652
Karsa,0.6213328576945303,0.398449581174068,0.7697311979279275,1.2425383978444848,0.5465260287250848,0.9518021229218747,0.6823816145040628,0.20985490752245495,0.19423733237714103,0.19423005344448505,2.4046117061226404,1.4592953911925441,0.9453163149300963,0.35651701393322477,0.25609543859144507,0.5556192044740789,0.6746741387976458
Xiaohu,0.44335391403232616,0.35484367270695366,0.9580204715776812,0.33011166032671874,0.9733145705764633,0.28775080587598934,0.298055970052332,0.9128272658295491,0.9761970796676959,0.9762576379058426,1.408198649667638,1.4102205733179702,-0.002021923650332269,0.024111829695214707,-0.11097611308792821,4.170593252893922,0.5401827157144488
Able,0.7343597412109375,0.5,0.015625,0.56640625,0.265625,0.0498809814453125,0.6984939575195312,0.2449493408203125,0.24922943115234375,0.15480804443359375,-1.01171875,-1.21875,0.20703125,-0.8377037048339844,0.3410987854003906,-3.1102638244628906,-0.9110260009765625
Ming,0.4433539821958757,0.354843649801753,0.9580205246213102,0.33011181141965085,0.9733145564291945,0.28775075608624345,0.29805589239916763,0.9128272839244893,0.9761970388299008,0.9762576567485783,1.4081990603967842,1.4102208583287874,-0.0020217979320031887,0.024111454840570062,-0.11097612313969657,4.17059303764978,0.5401826579161283
Mlxg,0.36112850903145954,0.12548828125,0.126220703125,0.79351806640625,0.2216796875,0.06226889675832581,0.32482687605210003,0.05854487410550746,0.1130492089741324,0.1013762352540084,-1.34930419921875,-1.47625732421875,0.126953125,-0.8754164152002772,-0.9981278456976383,-2.925634323246811,-0.9887226046803903
y4,0.13146723347017558,0.1890006177746391,0.3797457286127611,0.07097820384663579,0.33111968042797457,0.4230285549773433,0.4111328125000284,0.17211301254119607,0.4219103017968493,0.42190647218384925,-0.9605435490425993,-0.9605434894343166,-5.96082827542011e-08,-0.9233959069899941,-0.1630848043132037,-0.700424172896402,0.08600921299825892
Lies,0.5907350643477389,0.7357545198985247,0.016364038370474232,0.8365486721179649,0.2705427746293784,0.3707967408443328,0.31442389664976605,0.3339316847734962,0.34958101074453496,0.32957486096920563,-0.35321071407367255,-0.3532412577289433,3.054365527077087e-05,-0.5643404464284905,0.1967494595979682,-2.839140068260227,-0.7101446214527194
Karin,0.2814645767211914,0.0,0.0,0.0,0.0,0.36164140701293945,0.4179840087890625,0.3518071174621582,0.28952789306640625,0.351806640625,0.0,0.0,0.0,0.23112821578979492,-0.10140085220336914,-2.0545339584350586,-0.10091209411621094
Ggoong,0.5678644199439447,0.566619873046875,1.0452194213867188,8.0108642578125e-05,0.3299560546875,0.8119288727354004,0.766038555656678,0.7953426005557347,0.7932672562837979,0.8119288744646838,0.9552650451660156,0.9709510803222656,-0.01568603515625,0.6863596546893902,0.49019220911875294,4.615886826866259,0.9529229752769481
QiuQiu,0.8549987992489005,0.7311137023099586,1.409497296791429,0.3556711053594418,0.9311758913546431,0.9686802214600676,0.5492265144771676,0.593432264278674,0.7133091576178701,0.525877821702919,2.255120830701557,2.2551246435366608,-3.8128351035069193e-06,1.121760915360892,0.3650672276252287,3.7916030989864318,0.5468466369518974
Cat,0.6677519487100168,1.010032930067709,1.0634966516783173,0.915564514938561,0.3194629579383559,0.8734415952346428,0.03309022894446745,0.8651407957943015,0.6219784245751306,0.6170939301298027,1.5146536365219578,2.04784728441439,-0.533193647892432,0.7468831905857013,-1.1320780022297388,0.19359924146860186,-0.5742473028295552
Langx,0.9524671119955103,0.6891041324293354,0.46686779630593744,0.9046100634272227,0.3934515874152977,0.098664821028575,0.09243289953285538,0.0714252730448204,0.5772800695934037,0.5772800713760771,0.41297784783651953,0.41297725918244466,5.886540749010542e-07,-1.659344298158044,-0.8297635422547567,-5.081678182667269,-1.1806035314821302
Tian,0.23436447517603393,1.0509962187575654,0.7647095745935346,0.1335929325410127,0.08037961559073645,0.2977607466074434,0.381256158823471,0.408478307674726,0.28512598876727024,0.03512650306093395,-0.803990296705491,-0.8030126608562203,-0.000977635849270797,-0.8499507109718647,0.16486368958817232,-3.963438265820643,-1.001872041560152
knight,0.6213328576945303,0.398449581174068,0.7697311979279275,1.2425383978444848,0.5465260287250848,0.9518021229218747,0.6823816145040628,0.20985490752245495,0.19423733237714103,0.19423005344448505,2.4046117061226404,1.4592953911925441,0.9453163149300963,0.35651701393322477,0.25609543859144507,0.5556192044740789,0.6746741387976458
Fury,0.6705808221759864,0.1409158725582884,0.1979408587834257,0.8227857811291983,0.2674598869222038,0.04038567978957725,0.2341088979913871,0.3572799742379376,0.10531996513443882,0.2928275949802784,0.6905643764969298,0.6593125138536067,0.031251862643323136,-0.9192286404208451,0.2785376515858151,-4.0265263868425425,-0.6307673452376228
Yoon,0.6705808221759864,0.1409158725582884,0.1979408587834257,0.8227857811291983,0.2674598869222038,0.04038567978957725,0.2341088979913871,0.3572799742379376,0.10531996513443882,0.2928275949802784,0.6905643764969298,0.6593125138536067,0.031251862643323136,-0.9192286404208451,0.2785376515858151,-4.0265263868425425,-0.6307673452376228
AmazingJ,0.677070976546039,0.2846686844719919,0.16089737431515239,0.5117913643629352,1.0809575380481014,0.18201811286174246,0.726537931943679,0.9984893277472953,0.1869601831461356,0.183053925695413,0.4085006797814581,0.34600830917496617,0.06249237060649196,-0.6359637742765151,0.5306898791475864,2.1286286910054733,0.683181961851742
Wisdomz,0.2575693130493164,0.0,0.0,0.0,0.0,0.2576092630624771,0.30449719727039337,0.25715287029743195,0.2561570554971695,0.2561897784471512,0.0,0.0,0.0,-0.39883919060230255,-0.6069793254137039,-3.8676095753908157,-1.2638499438762665
Athena,0.16760623501613736,0.06640625,0.00390625,0.130859375,0.8330078125,0.5728796920229797,0.5357932115221047,0.012332594174949918,0.008425857937254477,0.012332123915257398,-1.88330078125,-1.88720703125,0.00390625,0.14580134805146372,-0.14678075162373716,-6.416927543737984,-0.28186711423040833
Jinjiao,0.33755030312750256,1.1984573500672115,0.45436121724845424,0.8031255012906515,0.11784749179978884,0.6572570802218682,0.6480522463449487,0.8454895105078328,0.834758804585614,0.9451716262247138,1.153631736327963,1.1538779035108853,-0.000246167182922365,0.1710439633953635,0.7154443580361111,6.920598301685075,2.415487595768233
Road,0.7773844606059279,1.0937652782306508,0.25977093391352235,0.18802119465910228,0.6525442601860343,0.43983475357755075,0.2515945554742502,0.4533697483733139,0.3913594575718182,0.9536153122936089,0.008087578819840902,0.008087545291261211,3.3528579690411675e-08,-0.12033049284467112,-0.4888057168890642,-2.514975007647302,-1.1380052921181352
New,0.44335398361187395,0.3548436533092172,0.9580205111506075,0.330111821211176,0.9733145593600057,0.28775076139049904,0.29805589757620804,0.9128272847031011,0.976197043537474,0.9762576614539311,1.408199048913957,1.4102208552285447,-0.002021806314587593,0.02411145995989729,-0.11097611650894351,4.170593111580804,0.5401826657432087
Crash,0.0045166015625,0.0,0.0,0.0,0.0,0.6884765625,0.0703125,0.1884765625,0.18798828125,0.18896484375,0.0,0.0,0.0,0.6661376953125,-0.9151611328125,-6.8155517578125,-0.97021484375
Easyhoon,0.0352594863215927,0.0,0.0,0.0,0.0,0.0659829827491194,0.06309248693287373,0.0659294577781111,0.01620106410700828,0.017162368050776422,-1.5,-1.5,0.0,-0.8523555597930681,-0.7367541587736923,-7.551372960937442,-1.0071749616181478
Martin,0.8867445590803982,1.375,0.883056640625,0.0078125,0.641357421875,0.8530435972497799,0.00027019204571843147,0.7939481847570278,0.5708227269642521,0.6958189123251941,2.308837890625,2.30859375,0.000244140625,0.706100563176733,-0.8571621725059231,2.0680893769531394,0.44339668928296305
Duan,0.002311021094593685,0.564766201216161,0.6563333478299062,0.127789676685789,0.010778772679868945,0.47414096275563916,0.5637741686370467,0.7192638759961271,0.09507829327859921,0.09404778853324072,-2.5558254680555024,-2.430581325917556,-0.1252441421379462,-0.8371598192377017,0.25230443121739726,-6.808427288401857,-1.5284374794681468
GimGoon,0.23436941967388214,1.0510046498845576,0.7647158134805526,0.13358906587024938,0.0803682032854108,0.2977727355003896,0.3812612252837605,0.408490519241105,0.2851269685179245,0.03513465399189973,-0.8040121687022033,-0.8030279768076709,-0.0009841918945323602,-0.8499232243751768,0.16486839624268657,-3.9633650425461426,-1.0018555240894709
