r_top_pred,r_jng_pred,r_mid_pred,r_bot_pred,r_sup_pred,obj_pred,b_top_pred,b_jng_pred,b_mid_pred,b_bot_pred,b_sup_pred,res
0.3618728518486023,0.3493878245353699,0.32447540760040283,0.5403531193733215,0.3934590220451355,Red,0.6381271481513977,0.6506121754646301,0.6755245923995972,0.45964688062667847,0.6065409779548645,Blue
0.3324167728424072,0.5809339284896851,0.3353762626647949,0.5993218421936035,0.793792724609375,Red,0.6675832271575928,0.41906607151031494,0.6646237373352051,0.40067818760871887,0.2062072902917862,Blue
0.7201751470565796,0.43572133779525757,0.5317056179046631,0.525127649307251,0.6695936918258667,Red,0.279824823141098,0.5642786622047424,0.4682943522930145,0.47487232089042664,0.3304063081741333,Blue
0.2525213956832886,0.4810559153556824,0.685615599155426,0.5415416955947876,0.3327735662460327,Red,0.7474786043167114,0.5189440846443176,0.314384400844574,0.4584583044052124,0.6672264337539673,Blue
0.5131213665008545,0.6536563038825989,0.6951305866241455,0.5734185576438904,0.5088425278663635,Red,0.4868786633014679,0.3463436961174011,0.3048694133758545,0.4265814423561096,0.4911574721336365,Blue
0.3908504843711853,0.6718177795410156,0.4497106075286865,0.3046538233757019,0.32849419116973877,Red,0.6091495156288147,0.3281822204589844,0.5502893924713135,0.6953461766242981,0.6715058088302612,Red
0.5026297569274902,0.30942291021347046,0.3379144072532654,0.5084021091461182,0.5472262501716614,Red,0.4973702132701874,0.6905770897865295,0.6620855927467346,0.49159786105155945,0.4527737498283386,Blue
0.5281062126159668,0.586829423904419,0.26977086067199707,0.5340620279312134,0.41864079236984253,Red,0.4718937575817108,0.41317060589790344,0.7302291393280029,0.465938001871109,0.5813592076301575,Red
0.3932238817214966,0.3256095051765442,0.23884344100952148,0.3412538170814514,0.4250033497810364,Red,0.6067761182785034,0.6743904948234558,0.7611565589904785,0.6587461829185486,0.5749966502189636,Red
0.47425293922424316,0.07641273736953735,0.15637904405593872,0.16743671894073486,0.49671268463134766,Red,0.5257470607757568,0.9235872626304626,0.8436209559440613,0.8325632810592651,0.5032873153686523,Red
