gamenum,position,R_firstdragon,R_infernals,R_mountains,R_clouds,R_oceans,R_firstherald,R_firstbaron,R_firsttower,R_firstmidtower,R_firsttothreetowers,R_dragonsdiff,R_elementaldrakesdiff,R_eldersdiff,R_heraldsdiff,R_baronsdiff,R_towersdiff,R_inhibitorsdiff,B_firstdragon,B_infernals,B_mountains,B_clouds,B_oceans,B_firstherald,B_firstbaron,B_firsttower,B_firstmidtower,B_firsttothreetowers,B_elementaldrakesdiff,B_eldersdiff,B_heraldsdiff,B_baronsdiff,B_towersdiff,B_inhibitorsdiff,res
10,0.6213636477439226,0.24446093672034722,0.30619047682153644,0.3297567060455389,0.7702465903188027,0.00830841064453168,0.4554273160909417,0.42101174972065636,0.41492375362495915,0.42604657269117124,-0.14873029981636285,-0.14442813824538397,-0.0043021615709788645,0.00830771768412676,0.06843632395407159,0.6512852401142115,0.46796884331583766,0.31474487852033894,0.051516526596525426,0.6000783453045297,1.052960296338389,0.2150951807504524,0.13339090347290977,0.5812378883426248,0.514676300780234,0.5384542855736439,0.5955173959652345,0.40454011702558246,0.4128627451533237,-0.008322628127741271,0.13337981610675942,0.01934272751199003,0.23093530257325812,-0.2782044509462527,Red
11,0.5264976921169976,0.5147194823975109,0.024705171150673014,1.1379904439389232,1.0079569246974627,0.000259637832641615,0.30182975987784194,0.7926976328037705,0.78493902355078,0.7928549710215991,1.9101471000057386,1.9178499019298316,-0.007702801924093089,-0.01487710257237104,-0.028134802376435262,3.7591221950035694,1.35422363572862,0.6077361680787605,0.9703598914561414,0.13984619829076655,0.04047336863557466,0.014290083773451638,0.00416846573352843,0.040868762135707025,0.11447230627438232,0.08494193079917638,0.08672515299891358,-0.5928268713429505,-0.5622933517139587,-0.030533519628991916,-0.17747250574666376,-0.9000303053902503,-8.446640693669586,-1.7872583422170703,Red
12,0.7997782481911562,0.5004599838249222,0.06131891159845853,0.03934638106059135,1.0040328335842958,8.113682270050469e-06,0.5051597190586825,0.07396613696261783,0.058586961673461876,0.5432093350319249,-0.24304227812482065,-0.22766484681469276,-0.01537743131012791,-0.0912852219553866,-0.4511965953867636,-6.046956142343639,-1.3313377379459808,0.2725317943149613,1.2526137856705044,0.011938553071586455,0.5651075662073617,0.49238992449292035,0.00013026455417276345,0.14507597694174085,0.8777227673835745,0.8730157634624742,0.392480668843716,0.9388716212080328,0.9436099733839388,-0.004738352175905998,-0.013114375179583242,-0.04326266579344532,3.542927243947825,1.0983229814932165,Blue
13,0.32772744525597364,0.015639374494528818,0.017052934737451828,0.3039639494081435,0.15246977604950923,2.5355257093907715e-07,0.5607081162205838,0.0779950355300818,0.07751443630229568,0.09265888546974765,-2.7322044461914006,-2.625766870212959,-0.1064375759784415,-0.0028526631861058313,-0.21087723735583636,-5.971193941948239,-1.8882839918108119,0.16208107169734254,0.05727162220845326,0.2909004235334871,1.01912445519398,0.11408103279665377,0.0664713559235679,0.2809618469356794,0.2716304966369867,0.2835683637019523,0.2967498841826161,-0.26320176574349896,-0.2590253719255019,-0.004176393817997063,0.06605746093188802,-0.4937835989310452,-4.733460769720381,-1.588968422453337,Red
14,0.5795774201642492,0.49096724607795406,0.48979071671054536,0.48459652966900446,0.29114163362654716,0.19531250792351784,0.9391529880068932,0.902095547985315,0.4930229120719467,0.7643701995459296,0.8031684157440188,0.509131308743345,0.2940371070006737,0.1590905417754342,0.9896259066451301,5.874191204939118,1.9181639768184122,0.005065033490541954,0.0017897381940141645,0.25909063823542144,0.10899607672481187,0.12856503227489544,0.002077229872611497,0.13378005771673998,0.07098845301990583,0.21100994886568603,0.19677343388070676,-0.9896703676794844,-1.121864074122672,0.1321937064431876,-0.7166857043458785,-1.0437510499665952,-6.113252680303762,-0.9593232319516668,Red
15,0.7871547631301328,1.2293319842524362,0.2599348661472045,0.2526924696771564,0.6366616526133296,0.10375976587260993,0.9745389605627154,0.9623945874370411,0.7450822589709983,0.8889988734233103,1.9224989153357506,1.7646286151169797,0.15787030021877105,0.08456142318048232,1.0134087197389103,8.057713982966847,2.0172790500568256,0.00015828229657943607,5.592931856294264e-05,0.12528408244485692,0.04783972114765037,0.06261140725859049,6.491343351910928e-05,0.06277437680364813,0.03151526415687206,0.1096214046520527,0.09403979480877209,-1.9982123552399838,-2.0685055179413334,0.07029316270134961,-0.3895839282608087,-1.061425814061456,-8.049681724384492,-1.5072737728734895,Red
16,0.9127821800978166,0.5389049057578886,0.42804483956710015,0.49227163967741117,0.3426495828941666,0.9075393676835191,0.9830910612675848,0.9021451433574075,0.8953541330928437,0.8998515272944785,1.7553905911042422,1.7021173004724055,0.0532732906318366,0.90693941947439,1.258719803741841,9.342623874467714,1.9038602828142759,0.4086963525717681,0.06054862279120509,0.4163907135139018,0.24746667097336408,0.24414410647683094,0.007570387919797472,0.157113066462614,0.21289891450490225,0.46131141108287665,0.15430593108777413,-1.1712087845387495,-0.9350021255606666,-0.23620665897808282,-0.36788738838315027,-0.7748687754394206,-7.479335757012016,-2.1397536725897965,Red
17,0.23287014625305677,0.04711421580493402,0.21961419420522188,0.1383693285836691,0.1318015494654427,0.03214478492760997,0.10829727925836202,0.134149066979919,0.2569226877529014,0.10380395397795245,-1.9526513682467423,-1.8351144984227372,-0.1175368698240051,-0.6338895884539253,-0.8158896155080675,-7.681309605485384,-1.9555800497558038,0.9412385578928677,0.2521362850872252,0.7073481472973094,0.7342958334679176,0.653381456452401,0.9367600121224937,0.9656031427019567,0.9270632473282782,0.9348261378463398,0.9252322165964929,2.264180975483164,2.2473925117012294,0.016788463781934913,0.9250269566130266,1.073685741392518,8.671055913843375,1.8222928539815688,Blue
18,0.568434418632908,0.010536039947029188,0.6365016154439131,0.5050564633932397,0.053465722248920086,0.03423816710711281,0.14159840130494883,0.12629298842124748,0.13617214453915316,0.14548630520243602,-0.6916661072108357,-0.6859789198725855,-0.0056871873382501595,0.013424592938939835,-0.7560873707971272,-7.505879548218293,-2.325882384367369,0.49816370493415213,0.007879258908975787,0.08851087960304092,0.5119604166708724,0.05362129551413753,0.02927375037882793,0.06337822320943615,0.5143222889790087,0.08268011368269812,0.0787181942686404,-2.3308556726411513,-1.8976644918218366,-0.4331911808193145,-0.15468665760584294,-0.9466719299564839,-6.553858604254895,-1.606505496750576,Blue
19,0.7365135755822784,0.00032925124834466213,0.5374688004826222,1.2290398504185387,0.018272366320278753,0.0010699427220972754,0.02102651254077965,0.730997437138164,0.5153637779543485,0.5138237907875761,-0.2536702299128386,-0.0366345951522683,-0.2170356347605703,-0.09137735647065813,-0.5137400350249102,-3.6469732866630715,-0.9044098987302303,0.29614622906044225,0.489153087192468,0.317585300925095,0.26636497395846476,0.026349127398879298,0.017531625988400874,0.5554626251393574,0.07712298656965652,0.06665540882602182,0.07358115939120752,-1.3569121157465984,-1.3423678112678699,-0.014544304478728579,0.011782863238879908,-0.3948789079673901,-3.837727392906403,-1.1825885506797054,Blue
20,0.6476803558775712,1.213213719277292,0.17420556798383194,0.16359060079432933,0.01290774240453996,0.00834184635459679,0.7617731063489306,0.5377438774300989,0.5325159456977921,0.535992601372268,-0.6499636326730575,-0.6426777290477271,-0.007285903625330322,0.005452868254823183,0.7700479188273466,1.9445724290300603,1.3430445637115553,0.3686295696581388,0.015286033974764624,0.7530886031539092,1.099327323404952,0.009124191481214978,0.0005478633121375273,0.02565898828560492,0.36593548395530173,0.2576371807445632,0.2569380831059752,-0.1584313356483312,-0.04954787105524593,-0.10888346459308526,-0.045530223023785,-1.226146118217731,-5.70113625641895,-2.3903189293181155,Red
21,0.40476149549617413,0.6449075576336654,0.12775837712449475,0.6082616203373228,1.2829351052313918,0.04908880769858115,0.980775624417154,0.4839065469509406,0.865853769787431,0.9336809211366334,2.3815135876508418,1.8230254518266336,0.5584881358242084,0.039965324007963224,0.9996804525414795,6.90409064231344,1.9893883555066112,0.40318227170806686,0.2426651885617114,0.053807456348559664,0.03624606870015475,0.48655222082753796,1.7120728504297728e-05,0.24866561291517514,0.5204076518423532,0.0250799704920176,0.26724562369081173,-2.5781931667390103,-2.082847199095476,-0.4953459676435339,-0.04683297571949328,-0.7478507576005541,-7.135374863481842,-2.214651079822441,Red
22,0.20848009556238045,0.14124711117605204,0.019129168035140462,0.019954220557416337,0.283225266960356,0.001534025240580661,0.15458112302866106,0.2696081635765919,0.03557233460273222,0.1587856830823948,-3.149698794135911,-2.9211798686929176,-0.2285189254429935,-0.5058311617497512,-0.8079018315612038,-8.59097934516208,-2.4609334205310436,0.3396258131783771,0.3906704453456785,0.02963558457339249,0.8486058341781298,0.32395109479148554,0.24316459752276576,0.47307231407547423,0.36260673326069853,0.43930608794506304,0.46144590816221287,1.4282052672503434,1.309834731082954,0.11837053616738957,0.23913705544626584,0.4417328132390452,3.9540520062193174,1.091757119575861,Blue
23,0.6176600225175743,1.5843089917555018,0.9731319661885982,0.28254495611116925,0.2548224692800111,4.7938288768145654e-05,0.5611050741571457,0.4454980090180185,0.9206672995188354,0.6842223065025749,2.8021456431520027,2.3268039494158463,0.4753416937361564,-0.019591403492179724,0.4515597083887124,5.509974278276185,1.953308232952155,0.41741262306807425,0.13519429126080246,0.4853011120179185,0.8533621940368166,0.16716692874348393,0.00759889367258643,0.7735115371586085,0.8381747221331468,0.8311111277482832,0.8336950869738191,0.11463873882032323,0.1033713001900923,0.011267438630230924,0.007473032982695808,0.4735819824449702,6.083647133006854,1.0615221951429956,Blue
24,0.7070765339067993,0.11100257591423443,1.2413478739433936,0.4222511607378491,0.5708599306806253,1.4980715240045517e-06,0.8812735472392859,0.4273434436411881,0.43746225935996363,0.9153943982500805,1.575695713457875,1.0726821058411202,0.5030136076167548,-0.0006122313591306164,1.2127501569027723,6.542853200102381,1.0591182748578798,0.3186166542365023,1.278547331367525,0.50143274959431,0.16762826192302552,0.12820980636698387,0.00023746542726832594,0.3023094425674565,0.7291043370197858,0.9701250547733838,0.36568309842105684,0.0007443258225101009,0.2435257632871904,-0.24278143746468028,-0.0016585575630407561,-0.7155472427360947,-0.31128983568728585,0.5639037697700936,Red
25,0.8073134268408375,0.12456258049731983,0.18826721871698104,0.16077835658555778,1.3650073415837696,4.681473512514224e-08,0.7370734897574777,0.7077514552700371,0.7042834885737489,0.723003047601565,0.4617160769830586,0.44788899158878503,0.013827085394273589,-1.9132229972831762e-05,0.5714677783407116,5.46258183828445,1.7454387546830588,0.16132395794489068,0.03995460410523516,0.5076131327998221,0.15660557068509456,0.5489284314489682,7.4207946021351855e-06,0.766283107580233,0.5450013074068683,0.5525332048366682,0.5336443937006581,-0.8779064273180466,-0.8173409917722754,-0.06056543554577126,-5.182992384502363e-05,0.363625476789497,1.9429089113847722,0.5474071490553154,Red
26,0.09847073208877617,0.0038925806405412447,0.7126704599599056,0.5470165111432987,0.3063283544244928,1.462960472660695e-09,0.3892444840549212,0.27480277985218865,0.27469440589292965,0.2752793921125489,-0.8791260600942794,-0.38517339088785046,-0.49395266920642894,-5.978821866509926e-07,-0.7328740538018528,-2.634470098803611,-2.0328573826661547,0.8820250162639028,0.0617954563782886,1.0593504592281193,0.0786854279901592,0.6907379978577802,2.3189983131672455e-07,0.8630881928150073,0.8486047771845896,0.8469480591355208,0.8482498736312706,0.6631782171150611,0.1816419318977414,0.4815362852173196,-1.6196851201569884e-06,1.2468979641184217,6.5647747413714,3.2951521277048537,Blue
27,0.10525006194027425,0.015258361895016913,0.12538984835812206,0.07858718589510308,0.0701196360757654,0.0018920898894675148,0.5353267319235913,0.061566102495380894,0.12305563573102905,0.046444277878517154,-2.4843513514873212,-1.9249395004964953,-0.5594118509908259,-0.3311157413400683,-0.4505146188688079,-6.975210491368863,-0.5866896350051923,0.12547893117230946,0.06247798301182152,0.04067306122587873,0.002931942085629975,0.14315233489399315,7.246869728647642e-09,0.5733124484082814,0.15376194127920592,0.030724328996422526,0.0913118856994147,-3.5288362275901544,-3.4208983966594455,-0.10793783093070876,-0.25354008967766,-0.38060536147286184,-7.588841878199331,-1.6429523993295359,Red
28,0.5366218891426648,0.5151252613092192,0.007702612448691314,0.4870673607896907,0.06297462485783642,5.912780904585984e-05,0.2898994315640185,0.06554546169907441,0.005974089690813408,0.033853422257922414,-1.8524162531714787,-1.7734417129061404,-0.07897454026533832,-0.13711738644812713,-1.1926140432654315,-8.958720872288872,-3.7975470027540688,0.05500764238038467,0.009520796344119422,0.05283048140549621,0.9995880831511135,0.034746947965437286,0.000946045148339679,0.7638724349111963,0.5156693184774752,0.5425708530545756,0.5061493948656067,-1.3387154631668798,-1.0633544909112327,-0.27536097225564715,-0.17348098913055188,0.7430499301102231,1.1601570409156459,2.5933263166225142,Red
29,0.5266876469263333,0.0198818441034131,0.026020430760115353,0.5149690850051466,0.5014796757768074,0.48484987020497017,0.3820375676855943,0.25748042458434606,0.27099204918955666,0.2527058686643101,-1.6408576734389524,-1.5023957615361294,-0.1384619119028231,0.39731115100943354,-0.14417226502391972,-3.4563058524543395,0.7192859457147166,0.26838540117790266,0.7419967436357537,0.0035430423876717564,0.2735428832137067,1.0002275352391543,2.956391088561497e-05,0.644831249186678,0.532300426700468,0.5023946396950649,0.5163931878766596,0.039525005057285005,0.07887649540121147,-0.039351490343926473,-0.5531812906759548,-0.08167242039694615,-0.45911786468818294,-1.3241900284356245,Red
30,0.8131661422867604,0.6072230227161223,1.5326429724456285,0.07868433664078583,0.5062146053465408,0.019305763766170943,0.8768716879061904,0.7498713670280264,0.7510489153555331,0.7522398623508378,1.5652049787108921,1.5697836834773866,-0.0045787047664944715,0.016570178791310425,0.87292076417894,5.765010614229943,2.1612563723270224,0.9569954422243094,0.14830946855111732,0.34727868882461477,1.3405794651004284,0.3541330870387236,0.4682626426222152,0.5004976562245838,0.9612144664593896,0.9602799106154708,0.9607173652461456,2.60475078140804,2.1095205545437876,0.49523022686425233,0.4509748034163764,0.5463979321750955,7.344295144853494,0.41882413973638677,Red
31,0.4997156411652113,0.5659117546161287,0.7058540772639259,0.6684745105200245,0.1772571946983294,0.23473416449269285,0.26757558009081844,0.4957235192821258,0.4957603176673604,0.49579753476096367,0.8662954680847154,1.1025835721399182,-0.23628810405520295,0.23464867746222845,-0.6669961284631581,1.4376028707571857,-0.6711081993022805,0.912634684229666,0.3079355284361677,1.7455173760179568,0.07318888465157589,0.25633834170921793,0.016710310243077037,0.932482058715026,0.8853255039567387,0.8856739541159131,0.8865688196414812,1.374014352421931,0.8742892928421887,0.4997250595797422,0.016170065267894575,1.4245380091109405,5.587894309336242,2.051227597628481,Blue
32,0.45410793507547537,0.04795817983175402,0.5438017143285602,0.057785580406875765,0.8267062795218227,0.49171044264039665,0.9123076597294006,0.915653103141629,0.9147082081692925,0.9156554161253426,-0.5963718701379777,-0.830702344425315,0.23433047428733741,0.49170777117069464,1.5656737049699014,7.171954508656475,3.071175695920241,0.776017392475927,0.6059517206151928,0.3361025937818112,1.3332502874109866,1.1980282733737255,0.38772922844509616,0.759349414920782,0.8067954503189606,0.951772464874716,0.9783736105747338,3.3644635222436543,3.1364142528036623,0.22804926943999193,0.3844774825083717,0.7841484656167481,8.476516838768319,2.1448274859610463,Red
33,0.3879396522679836,0.2996630607955236,0.1577713914633925,0.6672873667705274,0.6208434213327132,0.2089694669575124,0.3936142896595125,0.41817867363333217,0.49063220840958727,0.5039483992343857,0.6733761659234225,0.5598369079378808,0.11353925798554179,0.20735195183345922,-0.06563187030367496,-0.9530538508037039,-0.31678744773491435,0.727871454159404,0.034072710019224774,0.7557500932627128,0.5444869474581558,0.44802187963667894,0.25430403838890925,0.9600776306420558,0.9596682294044987,0.9637257386484286,0.9650300469124917,0.7621676833123017,0.6341839048727707,0.12798377843953102,0.2542024213283866,1.302138306542711,9.156530860684166,3.0662247725105014,Blue
34,0.2035293641333745,0.009364470649860112,0.363817074733231,0.570016548570954,0.023063466291647287,0.006530295842422262,0.015962555926859766,0.20630538823854164,0.1423769342471746,0.13842905153857454,-1.995955285830518,-1.9311287538535038,-0.06482653197701432,-0.0233054077552044,-1.1019960643063649,-7.6295906720954285,-2.6303067122339034,0.8510083120440439,0.03181123214903828,1.5978359404144598,0.22372603253775486,1.2641990479964587,0.007947001199653414,0.9462469327935017,0.7210754475985781,0.7188371324577634,0.9615384145519529,2.705382071158197,2.4573029882382116,0.24807908291998534,0.007943825666512081,1.6087612800872721,8.315224841349504,2.047983220430016,Red
35,0.4204914571799492,0.01566586968827688,0.7984786585854134,0.12116842485768606,1.1101949154505202,0.0002040717450756957,0.45862108329068313,0.3519899510972982,0.3488096307577242,0.4700165206535492,-0.17471643715485993,0.18964459704754677,-0.36436103420240673,-0.48510329399235014,0.26522235199433236,0.38549191747358036,-0.5592402366127782,0.6066721347513764,0.0009941010046574461,0.22937573251295187,1.2503233476964923,0.5257122749373894,0.48462334378748917,0.5157762713372969,0.6035272600812056,0.5703609992564926,0.5757634074859985,0.5291690442158812,0.07122888976916286,0.4579401544467183,0.4697306664270785,-0.015323744176960245,-0.14942809333673424,0.20692092339234425,Red
36,0.7875544205368734,0.0004895584277586525,0.11467413776829417,0.6254524678666464,0.7621716184515788,0.24219387724203362,0.25743493619658386,0.3014965121436656,0.28484897039477264,0.2875456822860484,-0.7518969614149956,-0.9656045206489048,0.21370755923390916,-0.2647932669997609,-0.9932605685900209,-5.0363428123934035,-1.3991405335171962,0.22602408648637112,0.00771768064662992,0.40072267914102977,1.5438753084729373,0.5711655996562466,0.49951947949335906,0.7295541351882748,0.6760066807349596,0.6743789570080154,0.7352129128804219,0.9291151153954181,1.0959720881080206,-0.16685697271260255,0.2568665833258462,1.118100997496423,5.151038685071509,1.2210697029282764,Blue
37,0.2617631752511523,0.27348331627899247,0.8169380589927592,0.3525532021208327,0.5889118572172368,0.6090089883513136,0.12813151167801823,0.24556678553573955,0.24504654985608665,0.245130822102689,0.8695696262057814,0.9809637747453468,-0.11139414853956534,0.5931656400937575,-0.8625518439403131,-1.4661625683560437,-0.8974218721411624,0.15984950758551159,0.6374024324030196,0.2556561286450322,0.11872645006946679,0.0793418449111327,0.01560998373416747,0.1618671702402586,0.37258089724953,0.49315075842212547,0.19279046700407568,-1.9098842200267057,-1.7831031671684994,-0.12678105285820634,0.007081035807057694,-1.2989826836719867,-4.93348194538839,-1.149600971197554,Red
38,0.08457322666800476,0.3271269810751248,0.14709608680446123,0.04625746090611977,0.04914995549897615,0.01903153088597855,0.07353841149775056,0.18340180628627312,0.2436959126908152,0.09256786992899028,-2.3954104828724754,-2.3311460295001454,-0.06426445337233017,-0.46631159620800755,-1.1782914150450097,-6.952418532409563,-1.1062991332114427,0.6079463469167348,0.15665283480165687,0.8990415001139073,0.17021410781467083,1.2537764297237854,0.7855830268354427,0.5494766840309455,0.6140906628046728,0.6178584709663164,0.6084722118595024,1.8399743212491655,1.902972484033797,-0.06299816278463144,0.7853164972127206,0.028025565549312917,3.5508152614722377,0.02160060441570144,Blue
39,0.5104554133333752,1.4164727181585977,0.38154987771263943,0.2905080456533162,0.142160936109343,0.0005947353401868297,0.1976105753593047,0.14049693144644604,0.14238112227158797,0.13765837093528094,0.38608092241023517,0.6517610615781204,-0.26568013916788535,-0.48332223738150026,-1.3747122317201566,-5.463356829137799,-2.554103097912858,0.7583324297864604,0.49116249093130177,0.5253599089391064,1.2239433058594429,0.2889363728038683,0.7513484808190763,0.6880352516005764,0.631281397665771,0.6390857566610568,0.6292137312299845,1.2035143647753646,1.2734800361221499,-0.06996567134678536,0.7097141752058662,0.9161742608374785,3.850915064323351,1.3884046636633813,Red
40,0.3856187848893242,0.2873983173643312,0.26055586470879344,1.1027654339217834,0.12932045894091698,0.3634180910946152,0.34160738309228295,0.31043606133426394,0.3143382497926668,0.309401311396415,0.10069761244348391,0.14299860617236315,-0.04230099372887923,0.3274826974158125,-0.06968552628422364,-3.6288788572093846,-0.8390758994220815,0.7619791384308269,0.7184738278416032,0.6892690596543471,0.6671544783081076,0.07934176165012088,0.023479640025596136,0.603532351612518,0.5714853561770553,0.571729242395658,0.571420741600937,0.7524535738992302,0.8864759386288172,-0.13402236472958703,-0.2121964320248167,-0.1559398668488288,2.8254192207601045,0.23674702073948067,Red
41,0.1968841136391195,0.13054796987857287,0.6168335862872865,0.5813049485576143,0.5508552291856537,0.19305656815432393,0.6627662570277861,0.162723893029977,0.16476749016686068,0.6465935346334817,0.5318380921979409,0.06578424294190979,0.4660538492560311,0.1815270929612363,0.46883444278213365,2.5168980575627926,0.5628987893369076,0.859997303398229,0.0300206664950501,0.878538101717714,0.2722600154354096,0.6921461780984413,0.6062024887507999,0.9714093667007818,0.9694618531715486,0.9692329633854112,0.969459833966045,1.3207782733054447,1.2645378528184787,0.05624042048696603,0.5988376114992244,1.118318712657068,8.89348920538508,2.475747801185218,Red
