gamenum,R_firstdragon,R_infernals,R_mountains,R_clouds,R_oceans,R_firstherald,R_firstbaron,R_firsttower,R_firstmidtower,R_firsttothreetowers,R_elementaldrakesdiff,R_eldersdiff,R_heraldsdiff,R_baronsdiff,R_towersdiff,R_inhibitorsdiff,B_firstdragon,B_infernals,B_mountains,B_clouds,B_oceans,B_firstherald,B_firstbaron,B_firsttower,B_firstmidtower,B_firsttothreetowers,B_elementaldrakesdiff,B_eldersdiff,B_heraldsdiff,B_baronsdiff,B_towersdiff,B_inhibitorsdiff,res
0,0.17762369468801997,1.790863052729037,0.1778786224800868,0.0012195254676048357,0.16131184632492818,0.00023656128918103647,0.662079981005615,0.6298443393843659,0.6298369055568928,0.6620024330134197,0.6811983628556475,0.015971899085457153,0.0002363899183381868,0.3402762844087559,2.8340019872373436,1.0517382935343893,0.7744821474064985,0.5157132072477959,0.19349598376391985,0.5792198146154992,0.5810305103232098,0.2573390007019043,0.4829673171519775,0.38682555942979846,0.32256831367885475,0.3223319177070504,0.22201968279872789,0.06433105468760325,0.25727987288722465,0.2561006381226678,0.33972053565172844,0.12312929820282159,Red
