r_top_pred,r_jng_pred,r_mid_pred,r_bot_pred,r_sup_pred,b_top_pred,b_jng_pred,b_mid_pred,b_bot_pred,b_sup_pred,res
0.3106532096862793,0.32582592964172363,0.5886092185974121,0.5260934829711914,0.38864338397979736,0.6893467903137207,0.6741740703582764,0.4113907814025879,0.4739065170288086,0.6113566160202026,Red
0.5168423056602478,0.4440028667449951,0.5032171010971069,0.3068002462387085,0.2043246626853943,0.4831576943397522,0.5559971332550049,0.4967828691005707,0.6931997537612915,0.7956753373146057,Red
0.42167872190475464,0.24493271112442017,0.3349876403808594,0.43638402223587036,0.3389244079589844,0.5783212780952454,0.7550672888755798,0.6650123596191406,0.5636159777641296,0.6610755920410156,Red
0.4318792223930359,0.5184941291809082,0.20654350519180298,0.27928221225738525,0.2148112654685974,0.5681207776069641,0.4815058410167694,0.793456494808197,0.7207177877426147,0.7851887345314026,Red
0.4313116669654846,0.5370369553565979,0.33858633041381836,0.5553880333900452,0.5439329147338867,0.5686883330345154,0.4629630446434021,0.6614136695861816,0.44461196660995483,0.4560670852661133,Red
0.6293414831161499,0.5292704105377197,0.7254894971847534,0.5764247179031372,0.4917535185813904,0.3706584870815277,0.4707295596599579,0.2745105028152466,0.4235752522945404,0.5082464814186096,Blue
0.5804613828659058,0.7637062072753906,0.7220096588134766,0.6006524562835693,0.5351376533508301,0.4195386469364166,0.23629377782344818,0.27799034118652344,0.39934754371643066,0.46486231684684753,Red
0.4312225580215454,0.5091025829315186,0.42103779315948486,0.5059264898300171,0.6234633922576904,0.5687774419784546,0.49089741706848145,0.5789622068405151,0.4940735399723053,0.37653663754463196,Red
0.48202943801879883,0.28125637769699097,0.2659018635749817,0.5414058566093445,0.3037424683570862,0.5179705619812012,0.718743622303009,0.7340981364250183,0.4585941433906555,0.6962575316429138,Red
0.5015430450439453,0.48101115226745605,0.28458327054977417,0.5650070309638977,0.615546464920044,0.4984569549560547,0.518988847732544,0.7154167294502258,0.4349929690361023,0.38445350527763367,Blue
0.3044242858886719,0.3111182451248169,0.15617668628692627,0.5838470458984375,0.3215239644050598,0.6955757141113281,0.6888817548751831,0.8438233137130737,0.4161529541015625,0.6784760355949402,Red
0.42390960454940796,0.39183324575424194,0.5614947080612183,0.43901681900024414,0.31068432331085205,0.576090395450592,0.6081667542457581,0.43850529193878174,0.5609831809997559,0.689315676689148,Red
0.41676509380340576,0.5892088413238525,0.6509240865707397,0.7575781345367432,0.6400209665298462,0.5832349061965942,0.4107911288738251,0.34907588362693787,0.24242183566093445,0.3599790632724762,Red
0.42166954278945923,0.394422709941864,0.8391888737678528,0.8154798150062561,0.5922280550003052,0.5783304572105408,0.605577290058136,0.1608111411333084,0.1845201998949051,0.40777191519737244,Red
0.45287662744522095,0.5667919516563416,0.45680510997772217,0.333030104637146,0.5831234455108643,0.547123372554779,0.43320804834365845,0.5431948900222778,0.666969895362854,0.41687658429145813,Red
0.4878607988357544,0.46540719270706177,0.7843519449234009,0.5913402438163757,0.5550124049186707,0.5121392011642456,0.5345928072929382,0.2156480848789215,0.40865975618362427,0.44498759508132935,Blue
0.3721774220466614,0.44118958711624146,0.3292858600616455,0.25912582874298096,0.27106940746307373,0.6278225779533386,0.5588104128837585,0.6707141399383545,0.740874171257019,0.7289305925369263,Blue
0.5155735611915588,0.3985457420349121,0.4847121834754944,0.6144571304321289,0.45706701278686523,0.48442643880844116,0.6014542579650879,0.5152878165245056,0.3855428397655487,0.5429329872131348,Red
0.6078606843948364,0.4502562880516052,0.43513911962509155,0.19145435094833374,0.5842803716659546,0.39213934540748596,0.5497437119483948,0.5648608803749084,0.8085456490516663,0.415719598531723,Blue
