player,firstbloodkill,firstbloodvictim,dpm,damageshare,wpm,wcpm,earned_gpm,cspm,xpat10,csat10,golddiffat10,xpdiffat10,csdiffat10,xpat15,csat15,golddiffat15,xpdiffat15,csdiffat15,kd,apm,mkoj_pm,mkej_pm
Lindarang,2.3328544741038735e-10,0.18799975515867298,383.22668654810815,0.22531603193565586,0.6089050086230292,0.1581356272874314,220.8667188948713,7.351841622968065,4422.755753720926,76.04137081495458,-391.53596934142956,-310.583974049792,-13.188422990870905,6833.936561918158,122.05308928082667,-497.3383388455999,-500.2924389062627,-13.37119825294323,0.6736237295232139,0.045293398994284716,0.09853727273657056,0.0009165961307541792
SeongHwan,0.5002977850381294,0.0019532465378235856,159.06123571605167,0.13556329495622912,0.6018240843558803,0.4417273127083533,165.24350695750286,5.0785651210233835,3599.1105496842138,63.7111790876331,97.05110709728015,-3.836782338558031,-1.6265801795966506,5558.577593208128,96.77943184500852,-26.930898007894427,-174.0387292241987,3.110413679910069,0.6451435998041631,0.06317966962169806,3.2431433779733165,0.11863926748346204
Mickey,0.1250005140900612,0.001953139902985631,311.7099633625434,0.22688371906656207,0.42337113782893,0.2066169419665644,266.59645779439813,9.469378289628736,4681.54868347423,89.41645325252276,-453.808730994325,-342.2501931172487,0.07679962537112672,7495.455055933087,145.4639567793251,-751.4242415344977,-673.3908556232371,-1.7740376559697895,1.263577647911639,0.05506944885855265,0.5016579145439122,0.11274707427578778
Sangyoon,6.105005832424126e-05,3.623962402476977e-05,566.4096046148338,0.3233520443309874,0.3954967469556294,0.3153744970786173,262.88178238007333,9.273655390901139,3093.380167194076,86.85338965184836,129.6975551699214,-172.72484278421825,39.59790020108579,5176.3043895697365,131.82621947056444,287.72839241994274,-98.85476322326599,54.274072141740525,0.9870073828746746,0.07314610188288907,0.7310432477535931,0.006276290662354878
Key,0.0019531259313514404,0.09793090820682004,167.25092130678593,0.0776530971550398,1.6562014093262498,0.33770411512165477,116.74428962749928,0.9593554700839044,2698.920594306485,10.057083848229636,131.7606864548782,255.80659082287502,-1.5084961606650742,3880.314410961629,15.510961501505035,-107.92410818347932,84.35408486039424,-5.861410906759443,0.5405570176885826,0.2686369004459941,1.983659312827513e-06,2.7284841054511334e-14
Smeb,0.2812519073486399,0.12500011944399803,492.4347819273396,0.24818328171953563,0.3732421352680373,0.12870908610895573,229.71815635499365,7.516567658042613,4296.45283679018,74.9565401265296,5.498452800988616,-213.32365908948077,-6.2646185455765035,6480.450534056254,112.15551690705303,-279.3585246361986,-955.7616993983718,-17.970505058100763,1.565250399924599,0.13594462204750993,0.2117116113441258,0.03056892872958966
Score,0.5005545617316618,0.0039520268346678045,196.43753859767122,0.1147693040770178,0.9503911742444655,0.31353759128674996,165.8909928208608,4.05100431391476,3294.23441095913,53.3201147870828,123.1595943313614,41.682374027421375,-5.0361928028163945,5108.165663696343,78.37082741032349,-118.54966123477953,-248.45704581616548,-14.05858519111953,0.7086517174231207,0.22332114457254099,2.2514924228859523,0.04719866199617975
PawN,0.03321841359229452,0.500000604428692,531.0311171850631,0.3236063369706462,0.5623906041351039,0.4176842282357164,288.15705403345646,9.180050712683475,4785.469293338243,87.15570499543136,111.98662836891182,-23.742096041032823,-5.83516571261078,7681.677318857019,142.13913816662455,237.85555442660325,21.2089825217654,-7.285323422454804,2.0138237745824443,0.14786964595235297,0.6561221192687353,0.09033998488958675
Deft,5.960649220744914e-08,0.003908157348633701,515.4215104526934,0.25341344884465716,0.5594701309166941,0.30172831916933335,252.02644796775223,9.1379517144623,3222.238461843094,86.85494226652558,-176.57658788419758,-31.104655363379834,-1.5732975520866352,5422.05371163185,139.55260574905196,-224.8980459784692,64.40195751745085,4.990304230151434,0.7047907102464374,0.11453178051833755,0.20813042398952092,0.0008237848861276445
Mata,9.686991777613306e-07,0.0009784735884751095,129.79581593325605,0.08201846524809026,2.086104770339647,0.33532858429995727,113.51087667738358,1.636784593612681,2915.094001875313,13.100406298398951,21.031328686395184,85.71563291354272,1.0660593024115679,4144.3717429337285,23.987886205268815,141.48817631015527,14.955518844845919,-0.8328517052314224,0.4116817242677847,0.1320411221647361,7.275957614183426e-13,6.556510925292969e-09
