r_top_pred,r_jng_pred,r_mid_pred,r_bot_pred,r_sup_pred,obj_pred,b_top_pred,b_jng_pred,b_mid_pred,b_bot_pred,b_sup_pred,res
0.5102424621582031,0.3237117528915405,0.5811030268669128,0.5466474890708923,0.6665472984313965,Red,0.4897575378417969,0.6762882471084595,0.41889697313308716,0.45335251092910767,0.3334527313709259,Red
0.3625556230545044,0.35568273067474365,0.3385106921195984,0.4804827570915222,0.5211348533630371,Blue,0.6374443769454956,0.6443172693252563,0.6614893078804016,0.5195172429084778,0.4788651764392853,Red
0.7156949043273926,0.5399492979049683,0.42686575651168823,0.667389988899231,0.5219326019287109,Blue,0.2843050956726074,0.46005070209503174,0.5731342434883118,0.33261001110076904,0.4780673682689667,Blue
0.25981342792510986,0.6085320115089417,0.4154532551765442,0.1626424789428711,0.27350008487701416,Red,0.7401865720748901,0.39146798849105835,0.5845467448234558,0.8373575210571289,0.7264999151229858,Red
0.42844098806381226,0.253414511680603,0.20633548498153687,0.1976434588432312,0.25614893436431885,Red,0.5715590119361877,0.746585488319397,0.7936645150184631,0.8023565411567688,0.7438510656356812,Red
0.526171088218689,0.27930188179016113,0.4874860644340515,0.2358129620552063,0.444362998008728,Red,0.47382888197898865,0.7206981182098389,0.5125139355659485,0.7641870379447937,0.555637001991272,Blue
0.18439972400665283,0.3887626528739929,0.5170927047729492,0.32262080907821655,0.19380128383636475,Red,0.8156002759933472,0.6112373471260071,0.48290732502937317,0.6773791909217834,0.8061987161636353,Red
0.5021809339523315,0.6179972290992737,0.6426820158958435,0.6321620941162109,0.6633738279342651,Blue,0.49781909584999084,0.3820027709007263,0.3573179841041565,0.36783790588378906,0.33662617206573486,Blue
0.4732901453971863,0.5311480760574341,0.25301218032836914,0.18668311834335327,0.4554009437561035,Red,0.5267098546028137,0.4688519537448883,0.7469878196716309,0.8133168816566467,0.5445990562438965,Blue
0.5061181783676147,0.5758753418922424,0.5402464866638184,0.5749253034591675,0.5608770847320557,Blue,0.49388179183006287,0.42412465810775757,0.45975354313850403,0.4250747263431549,0.4391229450702667,Blue
0.569939374923706,0.4118970036506653,0.47728461027145386,0.47929781675338745,0.13749843835830688,Red,0.43006062507629395,0.5881029963493347,0.5227153897285461,0.5207021832466125,0.8625015616416931,Red
0.6514782905578613,0.31147730350494385,0.5802236795425415,0.7825433015823364,0.5128899812698364,Blue,0.34852173924446106,0.6885226964950562,0.4197762906551361,0.21745669841766357,0.48711004853248596,Blue
0.39307868480682373,0.5557781457901001,0.32815027236938477,0.3151503801345825,0.5234509110450745,Red,0.6069213151931763,0.4442218542098999,0.6718497276306152,0.6848496198654175,0.47654908895492554,Blue
0.39945322275161743,0.47608494758605957,0.4812198281288147,0.7201579809188843,0.3867865204811096,Red,0.6005467772483826,0.5239150524139404,0.5187801718711853,0.2798420488834381,0.6132134795188904,Red
0.4508851170539856,0.4247339963912964,0.2659393548965454,0.49473780393600464,0.3531806468963623,Blue,0.5491148829460144,0.5752660036087036,0.7340606451034546,0.5052621960639954,0.6468193531036377,Blue
0.26299649477005005,0.42737728357315063,0.45557498931884766,0.5686607360839844,0.4134305715560913,Red,0.73700350522995,0.5726227164268494,0.5444250106811523,0.43133923411369324,0.5865694284439087,Blue
0.7309911847114563,0.4223945140838623,0.43295907974243164,0.2237997055053711,0.47946226596832275,Blue,0.2690088152885437,0.5776054859161377,0.5670409202575684,0.7762002944946289,0.5205377340316772,Blue
0.31168675422668457,0.3793678879737854,0.4515877962112427,0.6357427835464478,0.5008422136306763,Red,0.6883132457733154,0.6206321120262146,0.5484122037887573,0.36425718665122986,0.49915778636932373,Red
0.44986069202423096,0.542514443397522,0.6381972432136536,0.7101249694824219,0.38015317916870117,Red,0.550139307975769,0.457485556602478,0.36180275678634644,0.2898750305175781,0.6198468208312988,Red
0.41549259424209595,0.36125582456588745,0.546363353729248,0.23914021253585815,0.3861355781555176,Red,0.584507405757904,0.6387441754341125,0.45363664627075195,0.7608597874641418,0.6138644218444824,Blue
0.4725406765937805,0.4708672761917114,0.7850803732872009,0.5879552364349365,0.37443602085113525,Red,0.5274593234062195,0.5291327238082886,0.21491961181163788,0.4120447337627411,0.6255639791488647,Red
0.34148603677749634,0.31251060962677,0.5379945039749146,0.5407445430755615,0.5180000066757202,Red,0.6585139632225037,0.68748939037323,0.46200549602508545,0.4592554271221161,0.4819999635219574,Blue
0.36086219549179077,0.4231794476509094,0.534552812576294,0.3674430847167969,0.33982330560684204,Blue,0.6391378045082092,0.5768205523490906,0.46544721722602844,0.6325569152832031,0.660176694393158,Red
0.278114378452301,0.307395875453949,0.503322184085846,0.2925719618797302,0.21246308088302612,Red,0.721885621547699,0.692604124546051,0.49667781591415405,0.7074280381202698,0.7875369191169739,Red
0.2306343913078308,0.2471550703048706,0.43194717168807983,0.4130374789237976,0.19641941785812378,Red,0.7693656086921692,0.7528449296951294,0.5680528283119202,0.5869625210762024,0.8035805821418762,Red
0.2352200746536255,0.4320926070213318,0.6598401069641113,0.7134867906570435,0.49023616313934326,Red,0.7647799253463745,0.5679073929786682,0.34015989303588867,0.28651323914527893,0.5097638368606567,Blue
0.33609241247177124,0.43032896518707275,0.31256526708602905,0.4802626371383667,0.34212374687194824,Red,0.6639075875282288,0.5696710348129272,0.687434732913971,0.5197373628616333,0.6578762531280518,Red
0.4021492004394531,0.4768921136856079,0.36952871084213257,0.399727463722229,0.1534498929977417,Red,0.5978507995605469,0.5231078863143921,0.6304712891578674,0.600272536277771,0.8465501070022583,Blue
0.6530756950378418,0.440282940864563,0.5676393508911133,0.35060662031173706,0.796170175075531,Red,0.3469242751598358,0.559717059135437,0.4323606789112091,0.6493933796882629,0.203829824924469,Blue
0.3480609655380249,0.41990047693252563,0.3935534954071045,0.4057040214538574,0.5861679315567017,Red,0.6519390344619751,0.5800995230674744,0.6064465045928955,0.5942959785461426,0.41383206844329834,Blue
0.3101491928100586,0.4123358130455017,0.6472443342208862,0.5833401679992676,0.5924577713012695,Blue,0.6898508071899414,0.5876641869544983,0.35275569558143616,0.4166598618030548,0.40754222869873047,Blue
0.38531142473220825,0.24057519435882568,0.31363576650619507,0.21459871530532837,0.3340243697166443,Red,0.6146885752677917,0.7594248056411743,0.6863642334938049,0.7854012846946716,0.6659756302833557,Red
0.2897704243659973,0.6563440561294556,0.39849066734313965,0.4799957275390625,0.4516662359237671,Red,0.7102295756340027,0.34365591406822205,0.6015093326568604,0.5200042724609375,0.5483337640762329,Blue
0.3613198399543762,0.5653285980224609,0.36384671926498413,0.6779804229736328,0.18787121772766113,Red,0.6386801600456238,0.4346713721752167,0.6361532807350159,0.3220195472240448,0.8121287822723389,Red
0.5908326506614685,0.6606882810592651,0.5471136569976807,0.4119662046432495,0.7540122866630554,Blue,0.4091673493385315,0.3393116891384125,0.4528863728046417,0.5880337953567505,0.24598771333694458,Red
0.34064584970474243,0.41836994886398315,0.4966866374015808,0.5405737161636353,0.30215972661972046,Red,0.6593541502952576,0.5816300511360168,0.5033133625984192,0.45942631363868713,0.6978402733802795,Blue
0.37206780910491943,0.3657801151275635,0.42453211545944214,0.29046106338500977,0.3819030523300171,Red,0.6279321908950806,0.6342198848724365,0.5754678845405579,0.7095389366149902,0.6180969476699829,Blue
